title,video_id,video_description,published_date,extraction_date,likes,views,thumbnail
CUIABÁ X VITÓRIA | NARRAÇÃO AO VIVO | BRASILEIRÃO 2024,PfEKpa5U-zo,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

CUIABÁ X VITÓRIA | NARRAÇÃO AO VIVO | BRASILEIRÃO 2024",2024-06-06T01:14:04Z,2024-06-18 18:18:34.156639,1934,58888,"{'default': {'url': 'https://i.ytimg.com/vi/PfEKpa5U-zo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/PfEKpa5U-zo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/PfEKpa5U-zo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/PfEKpa5U-zo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/PfEKpa5U-zo/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
DE TORCEDOR PARA TORCEDOR: VISITAMOS A CASA DE UM TORCEDOR DO ECV EM CUIABÁ,EFq7y2kkt1Q,,2024-06-05T19:48:19Z,2024-06-18 18:18:34.156639,207,1514,"{'default': {'url': 'https://i.ytimg.com/vi/EFq7y2kkt1Q/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/EFq7y2kkt1Q/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/EFq7y2kkt1Q/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/EFq7y2kkt1Q/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/EFq7y2kkt1Q/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
EXCLUSIVO: VIAGEM DO ECV PARA CUIABÁ | 04.06.24,Wa_CKNCNAnM,,2024-06-05T00:22:34Z,2024-06-18 18:18:34.156639,458,3137,"{'default': {'url': 'https://i.ytimg.com/vi/Wa_CKNCNAnM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/Wa_CKNCNAnM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/Wa_CKNCNAnM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/Wa_CKNCNAnM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/Wa_CKNCNAnM/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
COLETIVA | FELIPE VIEIRA E DR. LUIZ FELIPE | 03.06.24,YzDhdSGfEV4,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-06-03T18:33:48Z,2024-06-18 18:18:34.156639,460,8034,"{'default': {'url': 'https://i.ytimg.com/vi/YzDhdSGfEV4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/YzDhdSGfEV4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/YzDhdSGfEV4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/YzDhdSGfEV4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/YzDhdSGfEV4/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
GOLS | ITABUNA 3 X 1 SERRA | BRASILEIRÃO SÉRIE D,hSaxeWumcr0,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

GOLS | ITABUNA 3 X 1 SERRA | BRASILEIRÃO SÉRIE D",2024-06-02T21:24:53Z,2024-06-18 18:18:34.156639,424,15342,"{'default': {'url': 'https://i.ytimg.com/vi/hSaxeWumcr0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/hSaxeWumcr0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/hSaxeWumcr0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/hSaxeWumcr0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/hSaxeWumcr0/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
ITABUNA X SERRA-ES | AO VIVO COM IMAGEM | BRASILEIRÃO - SÉRIE D,t5MID1epW_o,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

ITABUNA X SERRA-ES | AO VIVO COM IMAGEM | BRASILEIRÃO - SÉRIE D",2024-06-02T21:11:07Z,2024-06-18 18:18:34.156639,1304,19457,"{'default': {'url': 'https://i.ytimg.com/vi/t5MID1epW_o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/t5MID1epW_o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/t5MID1epW_o/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/t5MID1epW_o/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/t5MID1epW_o/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
COLETIVA | THIAGO CARPINI | 01.06.2024,uGXQrRxlr60,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-06-01T22:44:16Z,2024-06-18 18:18:34.156639,988,18080,"{'default': {'url': 'https://i.ytimg.com/vi/uGXQrRxlr60/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/uGXQrRxlr60/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/uGXQrRxlr60/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/uGXQrRxlr60/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/uGXQrRxlr60/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
VITÓRIA X ATLÉTICO-GO | NARRAÇÃO AO VIVO | BRASILEIRÃO 2024,7Qdeyl6qzps,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-06-01T21:15:50Z,2024-06-18 18:18:34.156639,1325,47930,"{'default': {'url': 'https://i.ytimg.com/vi/7Qdeyl6qzps/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/7Qdeyl6qzps/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/7Qdeyl6qzps/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/7Qdeyl6qzps/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/7Qdeyl6qzps/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
RESENHA COLOSSAL | #17,IH13CStJ5ts,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-31T22:39:37Z,2024-06-18 18:18:34.156639,268,1444,"{'default': {'url': 'https://i.ytimg.com/vi/IH13CStJ5ts/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/IH13CStJ5ts/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/IH13CStJ5ts/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/IH13CStJ5ts/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/IH13CStJ5ts/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
"INAUGURAÇÃO DA ACADEMIA DO LEÃO! 🔴⚫️🦁A Vila do Leão está  pronta, VEM COM A GENTE!",GiBR4Wi7xwo,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-30T21:04:19Z,2024-06-18 18:18:34.156639,525,4325,"{'default': {'url': 'https://i.ytimg.com/vi/GiBR4Wi7xwo/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/GiBR4Wi7xwo/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/GiBR4Wi7xwo/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/GiBR4Wi7xwo/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/GiBR4Wi7xwo/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
COLETIVA | APRESENTAÇÃO DA NOVA ACADEMIA DO LEÃO | 30.05.2024,BnNfugoSQ_I,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-30T18:48:14Z,2024-06-18 18:18:34.156639,646,6057,"{'default': {'url': 'https://i.ytimg.com/vi/BnNfugoSQ_I/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/BnNfugoSQ_I/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/BnNfugoSQ_I/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/BnNfugoSQ_I/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/BnNfugoSQ_I/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
PODCAST DO LEÃO | LUTTI PEREIRA e SIDNEI LOUREIRO | #28,xfROO0c39Sw,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

PODCAST DO LEÃO | LUTTI PEREIRA e SIDNEI LOUREIRO | #28",2024-05-30T00:04:48Z,2024-06-18 18:18:34.156639,358,3365,"{'default': {'url': 'https://i.ytimg.com/vi/xfROO0c39Sw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xfROO0c39Sw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xfROO0c39Sw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xfROO0c39Sw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xfROO0c39Sw/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
RESENHA COLOSSAL | #16,5XEfUpImQks,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-28T22:43:00Z,2024-06-18 18:18:34.156639,399,2398,"{'default': {'url': 'https://i.ytimg.com/vi/5XEfUpImQks/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/5XEfUpImQks/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/5XEfUpImQks/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/5XEfUpImQks/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/5XEfUpImQks/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
COLETIVA | DANIEL JR. | 28.05.2024,OA_WhbeI7EM,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-28T14:33:53Z,2024-06-18 18:18:34.156639,847,10782,"{'default': {'url': 'https://i.ytimg.com/vi/OA_WhbeI7EM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OA_WhbeI7EM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OA_WhbeI7EM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/OA_WhbeI7EM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/OA_WhbeI7EM/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
VISITA A NOVA LOJA DO LEÃO,noDpe2v_kXE,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-26T15:00:43Z,2024-06-18 18:18:34.156639,340,1801,"{'default': {'url': 'https://i.ytimg.com/vi/noDpe2v_kXE/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/noDpe2v_kXE/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/noDpe2v_kXE/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/noDpe2v_kXE/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/noDpe2v_kXE/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
ITABUNA X NOVA IGUAÇU | AO VIVO COM IMAGEM | BRASILEIRÃO - SÉRIE D,58ekOQY-2bs,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

ITABUNA X NOVA IGUAÇU | AO VIVO COM IMAGEM | BRASILEIRÃO - SÉRIE D",2024-05-25T21:12:15Z,2024-06-18 18:18:34.156639,2931,47279,"{'default': {'url': 'https://i.ytimg.com/vi/58ekOQY-2bs/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/58ekOQY-2bs/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/58ekOQY-2bs/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/58ekOQY-2bs/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/58ekOQY-2bs/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
GOLS - VITÓRIA 2 X 0 CONQUISTA -  BAIANÃO SUB-20,KhfG0y5CIYA,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

GOLS - VITÓRIA 2 X 0 CONQUISTA -  BAIANÃO SUB-20",2024-05-25T15:19:54Z,2024-06-18 18:18:34.156639,92,1648,"{'default': {'url': 'https://i.ytimg.com/vi/KhfG0y5CIYA/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KhfG0y5CIYA/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KhfG0y5CIYA/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/KhfG0y5CIYA/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/KhfG0y5CIYA/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
VITÓRIA X CONQUISTA | AO VIVO COM IMAGEM | CAMPEONATO BAIANO #SUB20,KWznAJ2CHic,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

VITÓRIA X CONQUISTA | AO VIVO COM IMAGEM | CAMPEONATO BAIANO #SUB20",2024-05-25T15:05:19Z,2024-06-18 18:18:34.156639,852,12314,"{'default': {'url': 'https://i.ytimg.com/vi/KWznAJ2CHic/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/KWznAJ2CHic/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/KWznAJ2CHic/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/KWznAJ2CHic/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/KWznAJ2CHic/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
GOLS DO ACESSO DAS LEOAS DA BARRA | VITÓRIA 2 X 0 UNIÃO-RN | BRASILEIRO FEMININO SÉRIE A3,xm4cnJoKpww,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

GOLS DO ACESSO DAS LEOAS DA BARRA - VITÓRIA 2 X 0 UNIÃO-RN",2024-05-25T00:40:44Z,2024-06-18 18:18:34.156639,190,1726,"{'default': {'url': 'https://i.ytimg.com/vi/xm4cnJoKpww/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xm4cnJoKpww/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xm4cnJoKpww/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xm4cnJoKpww/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xm4cnJoKpww/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
VITÓRIA x UNIÃO-RN | AO VIVO COM IMAGEM | BRASILEIRO FEMININO A3,dFA9iosekQU,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br

VITÓRIA x UNIÃO-RN | AO VIVO COM IMAGEM | BRASILEIRO FEMININO A3",2024-05-25T00:27:12Z,2024-06-18 18:18:34.156639,1457,24114,"{'default': {'url': 'https://i.ytimg.com/vi/dFA9iosekQU/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dFA9iosekQU/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dFA9iosekQU/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/dFA9iosekQU/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/dFA9iosekQU/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
COMUNICADO DE DESPEDIA DE ZECA | 24.05.2024,3Qt3iv-jJv4,"Inscreva-se no canal da TV Vitória e ative o sininho para não perder nenhum conteúdo.
--
Cadastre-se na Betsat - Ganhe 50% de cashback na Vitória do Leão:
https://bit.ly/cadastrobetsat

Adquira a nova camisa do Vitória com a Volt:
www.lojasounego.com.br",2024-05-24T13:18:32Z,2024-06-18 18:18:34.156639,2514,29849,"{'default': {'url': 'https://i.ytimg.com/vi/3Qt3iv-jJv4/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/3Qt3iv-jJv4/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/3Qt3iv-jJv4/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/3Qt3iv-jJv4/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/3Qt3iv-jJv4/maxresdefault.jpg', 'width': 1280, 'height': 720}}"
